C1,C2,C3,T1,T2,T3
28.3499340889,25.8860683686,26.9838717045,28.4916767707,25.9196083607,26.7197297903
25.2088169685,24.6865484776,25.2033349306,25.0727362021,24.2397803038,25.5013565895
26.6839490304,22.9119854218,26.737734868,27.0775594467,23.3701677567,27.0360368582
22.3188420809,27.1199079416,27.5353040206,21.8229155907,27.1022381905,27.4276192738
21.9734619336,24.4922462121,24.6803982074,21.3201474899,24.6521989382,24.8927619885
25.645304631,22.2679650967,22.3064657358,25.2466483972,22.0762439385,22.368727195
23.185540884,21.8568926347,21.789490822,22.1152483622,21.5480103126,21.4143477709
25.7821235412,26.4782499656,21.8941574586,25.8606297909,26.307731824,21.6623743008
26.650166267,26.9721979728,26.5935838895,26.401407951,26.650166267,26.9504057811
26.1402749282,26.7405111117,26.2243514917,26.28243395,26.9351316843,26.4561122014
22.7077354773,21.9232094838,22.1826668519,22.1028040128,22.1811331969,21.8884227704
27.7382007501,27.8964792398,26.4861425498,28.0534362059,28.1147115169,27.12663137
21.8277344826,23.8624280783,23.6227756647,22.1190802012,23.4706755663,23.113115922
26.7600807777,21.2224087104,21.6884130087,26.2278549488,21.6644411576,21.9854217431
25.1193600924,25.163319979,24.4423625408,24.9030582477,25.1617689133,24.7360250522
21.9059351408,21.5255678617,23.4049128752,22.0438815386,21.9836018147,22.9819408563
22.7036532378,23.5853040157,23.2895578238,22.8400773268,23.9683505327,22.9035026599
25.4022058096,22.5577191817,22.0676117432,25.4481628125,22.6158735569,22.3610394551
24.9563520872,22.2964073572,25.5421851965,25.2120467455,22.3081966791,25.6207788174
24.6664766899,25.3598037866,24.455643605,25.0033871333,25.4811980908,24.5916819206
21.9025915831,23.9076653505,24.2628107805,22.3032749616,23.6523960309,24.1545146062
25.9159371547,23.1946495496,24.0667008865,25.7864764776,22.5506856869,24.3657215314
22.0180434447,22.0768785721,21.8730481221,22.9400557738,21.6284909126,22.2849278572
21.4921453672,23.9404943906,23.766149961,22.7506784292,23.6363812227,23.8853240135
24.1210004122,25.5503692871,21.8801057522,24.4219249334,25.6064442121,22.0815021319
22.4461938173,23.079311273,24.3644269797,22.1415986281,22.657346163,24.092394193
22.0303932826,22.3276524666,21.617587383,21.7030810087,22.5169955278,22.3337671818
26.2380811251,26.1077385193,25.1722317965,25.9560667674,25.8722029221,24.7858245067
22.8455036848,24.4928416717,24.3130095311,22.0255945646,25.1149080717,24.2933679972
21.8904619461,22.0081477777,21.8640270722,21.701159086,21.4143477709,22.1479423963
25.7543932108,22.7826915643,22.6343144392,24.2373422231,22.7462705465,22.4454931846
25.0528276639,24.7485047854,25.7434419974,24.2633130734,24.7827638235,25.5738715147
28.0303148612,28.3408437387,29.5855928323,27.5251716712,28.0921399532,28.9788412926
22.2111575053,22.9040762094,22.2869134561,22.7155009539,22.0697326905,22.263864884
23.5741008367,25.0320895757,24.5441044049,24.8870253441,26.6642426466,26.0860021787
28.8966506811,29.459079449,29.5468274875,28.9870875187,29.4801671444,29.6843435581
23.2785075261,21.7200882496,24.4012064078,23.3403262114,21.6231649594,24.2122960213
27.7702934803,28.051713919,28.0187665255,27.7746567115,28.2143965012,28.2256341347
22.7683915358,23.1685208296,22.5286557124,22.0676117432,23.4156799072,23.1150872157
22.4854013981,23.6764667951,23.0980643492,22.9766650322,23.6386551246,22.8842277771
22.1670272534,26.3099994904,24.7428586911,23.0712455603,25.9476121022,24.8826504487
27.0813868107,25.3560503202,25.0070024637,26.6871096538,25.8018543048,24.995099948
27.1910739312,26.2570942121,27.3869050344,26.9589004028,26.3304703297,27.1683058616
27.5374504725,24.6025944001,25.1611772195,27.6622183873,25.3850784791,25.1640582451
25.2088169685,24.6865484776,25.2033349306,25.0727362021,24.2397803038,25.5013565895
22.0050621766,27.1199079416,27.5353040206,22.3323215582,27.1022381905,27.4276192738
25.645304631,23.5327279996,24.1775824229,25.2466483972,23.533405035,24.4733377359
24.1929714741,25.6380248926,24.9696701734,25.1709160682,27.2714312382,26.3197873433
23.9776162857,23.2026918118,22.9912886742,23.6483965654,22.9706406716,23.1498685494
21.6078770711,22.0530613141,22.7745411457,21.9979157815,22.2798945109,22.4426205953
26.8367308837,26.4698257691,26.0805449364,26.7878155831,26.474668136,25.9347772354
24.3675505565,24.043135105,22.6757253745,25.5263938904,25.7682399261,22.7688805018
21.7662246411,22.3422355163,21.8874769455,23.1449100054,21.6113695732,21.6253756743
26.2038069749,23.8116575877,23.5454575465,26.4937684719,23.7156935472,23.9444638521
24.3247075692,23.463355798,23.4545681049,24.2705159065,23.1587161529,23.3214975993
23.0164164274,22.6023868659,22.3804698602,21.3038424223,21.8329387812,22.5639922558
23.6153182739,22.9740490791,23.6153182739,24.163624739,24.212873141,24.2957037168
22.1869103114,21.7885831931,21.8439809359,22.6847143662,21.3540369181,22.2021749937
21.6183754359,22.6076032687,23.5819549316,22.8779862722,21.7754023136,23.2240946843
30.0065620618,30.7169477756,30.9259428122,30.1634365718,30.9526087932,31.007151946
22.6343144392,22.0856858033,22.3000820845,22.1492913809,21.7909043385,22.2344749157
25.372437037,26.2852153778,25.598130055,25.0836703961,26.3877980403,25.718157915
28.5580311066,27.6710286507,27.6929819156,28.4081774981,27.8197340109,27.4319657301
26.2243514917,23.6300267929,25.5767165942,26.9893422738,24.0284314767,26.1736698884
23.4326505416,21.8151758879,21.9995482029,23.9268605648,22.9168998278,21.7909043385
22.3300294387,26.3099994904,24.7428586911,23.1699628096,25.9476121022,24.8826504487
22.1081542724,21.326910997,26.2732772094,21.6884130087,22.1318803934,26.4373443066
28.5580311066,27.6710286507,27.6929819156,28.4081774981,27.8197340109,27.4319657301
23.7859266721,23.2003211242,23.7138232207,23.4508466476,23.766149961,23.8284758788
27.3658256286,26.6604864903,25.7210247578,26.620685015,26.763573671,25.4418268693
21.9560960867,23.1331743338,23.237246978,21.9093837494,22.9281681745,22.9451072399
21.7650977159,25.1611772195,25.0026524373,22.1629636227,25.1756542401,24.6904105896
21.5683060426,24.3688618098,26.2062609012,22.0933625881,25.4016112548,25.2256864401
27.1538144381,26.9514972736,27.406908451,26.4816661737,26.2585954666,26.7276980571
21.8043648891,25.8312521959,26.7772882657,22.368727195,25.7137741431,27.0240437434
21.5713245685,22.6901921492,23.5735660455,22.9062167681,22.7941470758,23.4339378308
22.7766504532,25.9408211097,25.3006630677,22.8059843014,26.042625036,25.2442815976
22.0445252198,22.0169981198,21.8341897329,23.5083038134,21.7333162503,22.0455379486
24.7348962197,23.2454247352,24.6785297394,24.5623618884,23.2134996072,24.683956782
21.9324098245,21.9380776087,22.0504951722,21.4907841071,22.0281283061,21.8897205255
24.1074000872,24.3426202872,24.5842817258,24.3649495932,23.601924774,24.4692951838
21.647549727,23.5320457556,21.9532340368,22.6751462496,24.9887884091,21.9843447025
23.7914265608,27.6914937191,21.6443662399,23.8457413942,27.5896345285,22.0163986744
23.3824855853,24.3802262575,21.8306219639,22.8085665336,24.141400435,21.539348211
21.9659541692,27.2431541834,22.2684736252,21.8955720021,27.3022615237,21.5632697619
24.6178662227,26.3114404434,26.8148424442,24.5485184987,26.0995562871,26.7582401129
23.32797273,22.6291720806,23.028676302,22.4331728128,22.1864833832,22.8114145719
24.4871344689,26.7341183393,26.3938186597,24.9269324083,26.6028765409,26.7156103574
21.8527469635,21.8742414621,23.4494423499,22.7912762715,21.9019703743,23.0912628418
27.7794238604,22.5127835396,22.0672494937,27.4552730658,21.6733418978,21.8013114196
24.7573086176,24.0383442854,22.1347982456,24.7126725026,23.5671914663,21.6192864638
26.3099994904,25.8018543048,25.9662928459,25.7698662587,25.1604711092,25.4307136536
22.0176357856,22.4087081811,22.2493925339,22.9298930779,21.9714819346,22.0744079932
23.510344652,22.7558590816,23.3102599168,23.7138232207,23.8251803227,22.9906836534
22.8201502776,23.7138232207,23.765411377,21.9028793971,24.0263708555,24.4468986316
22.9566281637,21.7992485487,21.9701844484,21.9836018147,21.508295157,21.9437922453
21.7528869922,21.8861558865,21.4238377106,21.8803670101,22.4380943836,21.4476431333
23.1972136131,22.2657539661,23.9747332548,22.4786177415,22.3418623851,24.0150999656
24.1910786262,23.0010109926,24.4238800636,24.6471660565,22.7727000163,23.942197873
25.7871846664,24.5408329841,21.6105650144,25.5489348143,24.1788078699,21.6617882557
21.9611505117,23.8342464398,23.49185814,22.7783296047,23.5806233088,23.1838710736
29.0675359139,28.9870875187,28.6473920773,28.8329543334,28.9223805452,28.5621636709
24.2787351119,24.2554104634,22.520018113,23.5479168525,23.1338785123,22.7104618121
22.1995226298,22.0968671212,23.2958261539,22.3804698602,21.9972373522,22.8407339194
22.8787717086,22.7302061717,22.5676773756,21.9537568704,23.4744195694,22.9740490791
21.7519189884,25.7518292207,25.6480537806,20.9878947429,26.1302839915,25.3336977592
25.3698931474,23.7156935472,23.3762478951,25.386436927,23.7992951075,23.6680418406
24.4978237641,24.306495153,23.3030958665,25.0479609416,24.8242997634,23.9076653505
22.5420382084,23.8966175226,22.6503523802,22.4426205953,23.5867556548,22.5921298296
24.1804103851,24.6645835241,24.549756906,23.7048753592,24.5803973125,24.7060276667
22.0818497095,21.5723310862,24.1948025532,21.62004351,21.9446794559,24.849117548
24.4871344689,26.7341183393,26.3938186597,24.9269324083,26.6028765409,26.7156103574
21.9800146543,23.1287741783,21.5653044138,21.6526349875,23.495264738,21.8039014767
21.9515023109,23.4111103889,22.2291133832,23.0465342693,22.8360002713,21.8676217397
26.650166267,26.9721979728,26.5935838895,26.401407951,26.650166267,26.9504057811
26.0439771995,27.3615081005,27.0764400531,25.7311522655,27.6678874432,27.403229958
27.230913798,27.7980139561,28.085354805,27.261645855,27.6634041224,28.0147423866
22.2452988013,22.3045550371,20.6175607779,21.5850607799,22.4236357273,20.5252721004
22.6919462986,23.0034281168,22.1214385155,23.6732695408,23.556085073,22.1072754249
26.1478180763,26.6803609163,25.7151581935,26.1494308374,26.5364669898,25.462338203
22.0628038553,22.1854130916,21.7632204203,22.5231621082,22.6135351719,21.7110080719
27.7441060971,28.2560805785,27.7092835108,27.5966135905,28.3122300857,27.6198210349
25.0721655381,21.9862086223,25.1188023641,24.5531337689,22.5271928005,24.0960137783
23.3030958665,21.9840854254,22.9215171031,22.9021103443,21.3314758203,23.0831283667
21.9318524141,22.4259328353,23.1092869685,23.1796232126,21.4983808077,23.4582499724
21.7258212016,21.9972373522,22.2783551094,22.4145910312,22.5998330728,23.2978984637
26.1237771939,25.9159371547,25.9656302134,25.8433446884,25.9211194699,26.2227182144
25.5550658642,26.4682186322,25.4523033484,25.6425469472,26.7130483236,25.8275759526
22.0691123131,23.3874159837,22.9827446815,22.0975824503,23.2537026528,23.6853250601
25.4047932992,24.9312051871,26.0372797893,24.8242997634,24.7299406101,26.1577142324
21.9981326812,22.6729840743,22.7733441622,23.0818223709,22.9438925034,22.5039020441
21.6720710901,21.1642162616,22.1354283797,22.8122000083,22.7990043836,23.1014287166
29.3023217764,29.8345388266,29.6315458738,29.1687294153,29.4687874134,29.6009699993
22.3448346945,24.5837186911,21.4885274691,22.0222450403,24.0654874704,21.9326877839
23.6040251316,23.1404530941,22.0362419471,23.49185814,23.6589236382,22.0776213866
26.5616520124,27.1509011342,25.2356029657,26.5669296216,26.9809889916,24.9736241561
23.6101779204,23.7414813898,22.2936107929,23.4693620388,23.3396183161,21.9232094838
22.0099231769,22.3810468576,20.7732495283,22.0895229731,22.3672475326,20.9786577958
24.3703951713,23.1325118236,21.8632923517,24.2820045276,23.1186171801,22.3207546136
23.1150872157,23.7178761898,21.5538552602,21.6583787233,23.7786901181,22.090708537
24.3711043138,23.3389754418,25.6165136435,24.324153998,23.6957587218,25.1792849272
23.2508158317,24.8927619885,23.8128663821,21.2224087104,24.7408505709,23.9550952422
23.7540816527,25.2960052735,22.138370465,24.4513480847,25.1888251671,22.0360460526
32.5299841318,31.648924852,31.1904831177,32.5299841318,31.4038416056,31.2525554315
21.8237432089,22.1106759096,22.1197468929,22.6743570964,21.9421795821,22.2190846419
21.0616250649,22.163983614,26.337707813,22.5550684318,21.7059468,27.1022381905
23.8309898866,22.3161778083,21.9290139614,23.9722263385,21.9335882969,22.189798404
21.1399584306,21.9140457251,22.2905640969,21.1985202936,22.5763558119,21.8187687458
22.6738246037,23.9570896198,23.7949443964,24.0791692245,23.6796478858,23.5603983463
21.372648557,21.8810804807,22.0834835982,22.4386859796,22.2816569499,22.3000820845
25.1676314183,25.271869097,25.1272648787,24.5795955413,24.8870253441,24.5877362031
25.3336977592,24.849117548,24.98268751,24.9962500059,24.3964881897,24.5884220906
26.2178634741,21.7861570212,25.4307136536,26.1680520376,21.8306219639,25.4473876953
26.6349120018,27.3011487814,27.4583708201,26.2334531393,26.9434018502,27.0568629045
27.5563775332,27.3011487814,27.4583708201,27.1992563835,26.9434018502,27.0568629045
21.5768922415,21.8009560903,23.2240946843,22.15982689,22.5312788792,23.2591391588
23.7017682638,23.8128663821,24.7415156487,22.5008458113,23.4456174312,24.3740180089
24.6459015822,24.2082061279,25.0957988348,25.0077319267,24.6484855261,25.1868039645
25.1265645394,25.1668112339,24.929931714,25.2890276542,24.7337182363,24.6437444687
22.4926470488,22.8189423879,24.2650771263,23.0280148677,22.9766650322,24.6671745105
22.4285298372,23.0590969966,22.0760096036,21.8523790897,26.4612754186,21.8561046796
22.0648219035,21.512996478,23.2591391588,23.4282850119,22.0687207442,23.7094393999
27.2268629319,28.2450137994,28.5801096941,28.0187665255,28.0651205992,28.4742610882
23.1796232126,22.8165843426,22.8664180805,22.2545995223,22.7194453997,22.6690562811
22.5271928005,21.6973852011,22.0306032621,23.0744374104,21.851622826,22.1031785867
29.5432152137,29.8671578872,29.1365080124,29.384633749,29.889038844,29.0030554992
29.5565660183,30.1568259215,29.2975709866,29.6586089256,30.1568259215,29.1311683166
21.7739375921,22.0182539377,22.0079088945,23.170713498,21.7730026979,21.5489356457
22.2489309311,21.9927565746,21.896472882,23.1398969063,22.3572922976,22.3422355163
24.0597008436,23.0751580947,23.9234022727,23.4653284611,23.2359675383,24.0759422107
24.5562034509,23.0562367562,22.0617897572,24.9780552204,24.524189729,21.9273015047
22.6045997326,23.939922235,22.1287247095,21.8350565006,23.6443033218,22.0520890309
27.6352797533,27.6134448418,27.1342072854,27.4136723005,27.554008704,28.8284136699
21.8005285997,21.1684582295,22.3422355163,22.7789070912,22.1339756648,22.0090576563
24.0544467828,24.2724852929,24.098500154,23.9386859551,24.0878105897,24.273657432
22.6272476881,23.0236660395,23.6557063323,21.724711516,23.2591391588,23.2120301418
24.8407578835,25.1099212109,25.2256864401,24.2509250396,24.9154239312,26.9678586813
22.1710307537,23.3061466951,22.9510994202,21.2383501835,23.5050479449,22.6236539987
21.066814496,23.8481695224,23.9776162857,22.2662673608,23.5961563404,23.6713841267
23.1206867511,23.4959855446,23.2529823352,22.0979675635,23.1643303113,22.8894798572
28.7168151415,28.973143382,29.2466213031,28.6430838658,28.9243879563,29.0357593634
24.7952575684,23.7212324632,21.4160154538,24.4325794562,23.1627560151,21.6505326002
25.3164384059,24.8385617183,21.6943968259,26.2350431344,25.8321793874,22.2339891532
23.8522202663,23.0726408836,22.1316077648,23.6490927476,23.0015658354,21.9124774199
22.4200628965,25.6293630845,25.8612982921,22.1193032142,25.4208625402,26.1357871325
23.6271190154,22.7488948382,22.9531743465,23.5638892345,23.7192130456,22.6381527583
23.5063300744,22.7759105731,22.5271928005,23.301331569,22.8923709087,22.6520299667
26.1546756793,26.7214253254,25.3876868517,26.2426724801,26.5640953015,25.2222229395
22.4224264683,23.3930607576,23.6025153918,23.0002968372,23.3239188072,23.4111103889
25.7775763243,25.6273930134,25.2663915585,25.7835433911,25.2629965758,25.3293756827
23.2157786687,22.0253315216,22.5934639955,22.9944339654,21.7230022382,22.431734672
27.4724433361,25.4753952026,26.1426668656,27.6107743337,26.1958649953,26.3981446242
24.5978872348,24.7652195172,24.6178662227,24.4601962994,24.9305419922,24.6622592241
21.2720252551,22.3064657358,21.4768411441,21.4819743083,22.1047176214,22.5028194036
23.7534275789,23.4640600742,22.6052771593,23.7859266721,23.0052819374,23.2032623291
24.7878417724,22.5831972758,24.0966854585,25.4162122775,22.3959313662,24.5485184987
24.1431909219,23.2165032656,23.0569057709,24.2268217527,22.8931359267,22.9706406716
22.1841142606,22.7468955456,23.4312839019,21.796550873,21.5319581643,23.1404530941
25.8600562658,22.0244384423,24.1271850146,26.005035107,21.1591701508,24.6741157434
25.5202427155,25.0013384697,24.3468605677,25.4889236352,25.1500412623,24.1941825916
24.0749760163,24.8099940618,23.7806087641,24.1154319078,24.2158871186,23.2092164113
24.3443563901,21.9809948114,21.6596576984,23.7878715564,21.8833091931,22.3551007784
21.7178195073,22.3742258365,22.0506838285,21.9592436032,21.8826430394,21.7342912234
26.874270268,27.5435924285,27.4359056033,26.5356375865,27.4594334822,27.3511463312
23.0622419211,21.8839376156,24.554925943,23.1913163845,22.3364850313,24.5414981353
22.0742234206,21.7159972802,21.8748854368,22.4325362474,22.1944774481,22.2788597987
22.0730933165,21.9137217448,21.6569803678,21.9220243356,22.5836744553,21.7554361392
23.0133693891,23.8545536139,24.7578979394,23.185540884,23.7407024335,24.2028764823
26.5616520124,27.1509011342,25.2356029657,26.5669296216,26.9809889916,24.9736241561
27.1942332097,26.5725283256,26.0516272814,26.9311128519,26.3841112577,25.9601640457
24.1996864661,24.4238800636,24.2328691238,24.6897863241,24.2365426284,23.8026298132
24.9682355783,24.5165564708,22.225513874,24.5388021225,23.9514093888,22.2792682648
23.8309898866,24.2179758121,23.9926141103,23.5018142064,23.907101729,24.263941667
25.4786309218,24.5685254366,24.7676851321,25.3705960787,24.9645464481,24.5587820885
22.2089093037,21.5143528963,22.1576939607,22.7220556797,22.257474288,21.7720208046
21.8273280951,25.1394636692,24.7808258595,22.2599829405,24.9440860504,24.5965984051
29.5565660183,30.1568259215,29.2975709866,29.6586089256,30.1568259215,29.1311683166
27.6352797533,27.6134448418,27.1342072854,27.4136723005,27.554008704,28.8284136699
22.1581931236,22.1170553305,24.2969891475,22.1670272534,21.932984132,24.3460232661
21.9463453537,22.7565974945,21.8119130257,21.6897181976,23.2485364767,21.8056800793
28.6297157728,22.0249172357,21.8739180932,28.6892491365,23.2748784285,21.657792018
27.6352797533,27.6134448418,27.1342072854,27.4136723005,27.554008704,28.8284136699
23.4559987631,21.8682192533,21.8385093151,24.0156391095,21.9385611216,21.9953226432
22.321760251,21.9619119106,22.0865672185,21.6393179282,22.05580303,21.8151758879
24.5078043082,23.5992879623,22.8258682398,24.4213092755,24.0778739391,21.5883736488
23.5097563328,22.2205433234,22.2277471102,22.0066361794,21.6270525517,21.5019945487
22.0442454754,22.0502513005,22.6400753412,22.6802106759,22.3485657619,22.5594673646
22.0403910417,22.4826019238,26.0433335427,22.0268756671,21.9167668514,26.3857793319
24.3408244206,22.0706603955,22.134310918,24.3547563064,21.3892241013,22.1869103114
21.5435640384,22.179245851,21.8281963544,22.1261600837,22.6081900963,22.3444091601
22.2415793492,22.5728536753,21.5228379323,21.9405349096,22.0094847801,22.2244861065
27.2953348649,26.6881373723,27.7275675016,27.1509011342,26.4271208934,27.4930141645
30.2540351672,30.6909218079,30.8404461054,30.0967767422,30.7497488658,30.8020891776
24.4934128737,23.412604552,23.2120301418,23.6617806997,23.6260317778,23.5596774419
25.2698726165,25.3064756638,25.5824005665,25.2211374136,24.8057390849,25.9295949936
21.4446541957,21.9653720611,21.7904520524,20.9603496209,21.3819214992,21.6149061399
21.8578161582,22.4756123225,21.6800311896,22.0879772871,22.0317047315,22.4243394656
27.6081978235,26.9873776069,26.7657453341,27.7856047704,27.0599903205,26.8100422346
25.2003365541,24.0966854585,23.2058951794,25.2134484511,24.2076867666,23.6606775675
24.843242254,24.4776801574,24.2064728615,24.9373964652,24.0081675603,24.7048479227
22.2679650967,23.4069379415,22.037900778,22.494868034,22.8238075207,21.9637336242
21.8581982393,22.0517010567,21.4069462556,22.9734386053,22.5162835732,21.3145603278
22.0717733579,22.0601844543,25.6909821584,21.508295157,21.7258212016,25.302510824
21.8207997542,22.0045197316,21.8820389968,22.7893815163,21.9730023115,22.0422795858
22.1028040128,21.960547007,23.2198730126,22.2227646999,22.3268929017,24.2290386542
22.0375152246,21.8439809359,22.0406490962,21.3516276677,22.1063427558,21.9661818284
25.6050446584,25.03489509,24.8826504487,25.2191565587,24.7853946197,24.9899141605
26.0932391974,25.6711879877,25.9646989138,25.2773870321,24.9460322307,25.6146346606
25.5761383986,24.7702635985,22.8880305902,26.3904520426,25.1819182176,23.592949745
26.0563073525,25.7698662587,21.9353390229,25.9217899029,25.3521946883,22.0236076208
25.4746753742,25.7667251489,25.4859549205,25.6795588762,25.979908503,25.7330685395
21.8989783312,24.221207472,23.9016718009,22.7655039078,23.6221099022,23.5611055325
22.4508880469,22.3337671818,24.1265227489,22.2788597987,21.9704713821,24.6217159614
22.6807380823,21.9173521873,22.0950275812,21.6779629879,21.347424825,22.1336164719
22.5361560919,20.7365047993,20.6901759857,23.0121624042,20.5252721004,20.5591917527
25.0738738378,25.1280460358,23.435468258,24.9498443604,25.4872778379,22.9006377245
24.03311145,22.2751860741,24.3522422986,24.524189729,22.474151269,24.6718161412
25.9489395924,25.6895922636,25.8966754278,26.4417354633,26.0495069455,26.0847523763
26.0387661274,27.1388898752,21.5435640384,25.4972885572,26.6102855389,22.3615111082
22.0581833766,21.9298100594,23.5133761137,22.5054376798,22.3928555953,23.4838123322
23.3562085078,22.4100086506,23.2598417233,23.6853250601,22.6154063543,22.8723136462
29.0252858186,25.9568614226,28.4322042221,29.0380776479,26.0219913385,28.3194196897
22.3730185582,22.5278515938,20.9513376676,21.9595315395,22.0406490962,20.9002415584
27.6710286507,27.0123054553,27.1626958603,27.5589789366,26.6063443453,26.9159048521
30.3744702461,30.9669254743,29.5398713625,29.4403903179,30.1380420832,26.9114032892
23.5843268663,26.4373443066,26.121178627,22.2277471102,26.1190840892,26.2858477128
23.5161006879,25.0186636754,24.6897863241,22.5756781896,24.4999551284,24.6070485726
23.4975330891,22.0368802731,21.9691317876,23.816860468,22.2949057359,21.8030897776
26.1611170891,22.1995226298,21.1495920817,25.9134830573,22.6179040028,22.0101307845
21.7362252993,24.2957037168,24.0032672638,22.0126047379,24.9319124711,23.766149961
21.4301333794,24.3858268933,25.4498724815,22.0900386419,24.5201090788,25.2657543329
23.5339262058,26.4083708494,22.5974426025,23.800354762,26.3451583569,22.6179040028
23.7422571182,22.2803367713,24.0214014542,23.9652529496,22.0679676105,23.5646417813
29.0252858186,25.9568614226,28.4322042221,29.0380776479,26.0219913385,28.3194196897
22.5349170245,24.2866634222,24.0863194832,22.0068922287,24.6163502473,24.524189729
23.7352148203,21.8462729332,23.6040251316,23.8952866823,21.97957682,23.3816190377
29.0252858186,25.9568614226,28.4322042221,29.0380776479,26.0219913385,28.3194196897
25.5413881449,25.3233921344,25.4546389458,25.184801713,25.2038207421,24.9962500059
23.6612197191,23.0096830466,24.324153998,23.5831890595,23.2529823352,24.3033892314
23.8867096779,22.8311494925,23.541035481,22.7225708106,22.2667632959,22.3862608152
23.6557063323,21.6372975325,22.263864884,24.159764999,21.6961815907,23.3246749976
26.893985626,26.6187005899,26.6019932674,26.5888346648,26.3274985093,26.4074708009
23.4946619914,24.1631283638,24.8143793986,23.9255362291,24.6014531453,25.2514477265
21.6740002754,23.2871846419,24.7652195172,22.9654139739,23.3999408575,24.9176484132
25.9125514642,25.8996273432,25.4022058096,25.8321793874,25.2044087434,25.1800543712
22.9578209657,22.9726948127,22.809229215,22.2262276136,22.8003608508,22.6919462986
22.0959629157,23.8457413942,22.9559850448,22.4508880469,23.5485793872,23.3133513133
23.868072143,24.0766092692,22.9313260103,24.0320031337,23.889211239,23.2651793407
29.0829341106,24.7878417724,23.5063300744,29.0145369065,24.8666353715,23.7272924766
23.8722923719,26.121178627,25.8764355488,23.8496355399,25.8973687001,25.6008872497
21.9341403521,22.5085692772,22.0611826579,21.7449409045,22.2854705224,21.9466110865
25.5476375971,28.5658237506,28.2273197419,26.044906225,28.3738965744,28.1759153513
21.6322193635,22.1321481313,21.6973852011,22.0556335694,22.435079599,21.9347277421
26.9659951283,26.3695242955,26.7610803995,27.1374901747,26.7979484705,26.9669340818
22.7983326301,21.9614717288,22.0076025694,22.1389112962,21.7222913351,22.1573260136
23.5618845377,24.1449270493,22.9021103443,23.6589236382,25.029996823,22.9228678239
22.8165843426,23.0582316472,23.4209313515,22.4133550937,24.3316457455,24.7585271933
26.43040234,25.9151421571,25.4202231627,26.2030575092,25.8889570236,25.199071713
26.7967617328,26.3543621699,25.7408302503,26.4288351841,26.0211299016,25.4397789637
25.2157973265,25.8182522945,22.0101307845,25.1659715604,26.0042832937,21.4123167869
28.0425400612,27.8379475031,27.6313917943,27.9738095357,27.7259036822,27.5966135905
23.5843268663,26.4373443066,26.121178627,22.2277471102,26.1190840892,26.2858477128
23.2544179085,23.6577340395,23.4111103889,23.8832822457,23.568505654,23.1782241479
25.3429420422,24.7630340136,24.6305399186,25.7901691046,25.4274762472,25.2503849176
27.4946360466,26.9828195816,26.2629343424,27.5292033416,26.8878560678,26.2030575092
21.9807613568,26.3849611771,25.8896363332,21.1642162616,25.9400972464,25.8247613173
23.7920606075,23.4083490616,22.9181469893,24.4227111767,23.4034788914,22.7085292767
24.093427707,22.9531743465,23.4028685399,24.3802262575,22.9013772867,23.3438109129
23.5050479449,23.2950958594,22.8138629718,23.6846872232,23.1048667859,22.6242672847
22.0290097701,22.257474288,22.0319464512,22.3304340411,22.0285799075,22.8133991437
26.0129633928,22.6607335409,25.1545175161,26.1728148338,22.8146288212,25.4349929858
23.9255362291,25.16535534,24.8745747346,23.8084136278,24.9614514082,23.4515638841
21.9067076414,21.7477400609,23.30208952,21.8220975827,21.8385093151,22.8299170274
26.2717113739,26.1426668656,26.2677582716,26.926034854,27.1169560506,26.7861154752
25.5160223154,23.8443777378,23.1206867511,25.8336177973,23.892544942,23.2691754806
25.1800543712,25.331491397,25.3206600287,25.0523182307,25.5289418636,25.3489372791
26.6972111922,26.7085399139,26.1296522434,26.8951483262,26.6803609163,26.1728148338
22.3760746931,23.5897034376,24.0226799892,22.1016637117,22.9464305486,23.305314871
28.2890825027,28.0075478676,27.5174598205,28.1241275836,29.069558486,28.2868975126
27.2975712801,27.7441060971,27.3845345668,27.1608004937,27.5128575349,27.2420977079
22.1761067708,23.475977971,24.3851814759,23.7366092878,23.4575078426,23.5519553453
25.2356029657,26.7610803995,27.884865394,25.294746888,26.7350119566,27.7746567115
22.6723736739,24.5817501851,24.7318964738,22.1197468929,24.9821050595,25.0123401544
23.2558674446,22.8865783887,22.4697304261,23.4722152857,23.0072147174,22.6466035354
25.9973016641,26.4295192621,25.1696716944,25.6488692944,26.5860341879,24.7330486591
23.3648263002,21.9069696329,22.2045454857,23.2461932745,21.8890601672,22.2649044868
23.2887768868,22.9766650322,23.0102303823,22.4013657692,22.7181614607,22.9372305992
23.1789926138,22.618520859,22.394556608,22.0694820208,23.1179499748,22.7341486368
23.6864622556,22.9091511262,22.7976892422,23.5985460037,22.6321617029,22.8413071755
28.8939478948,29.0005981494,28.8383349883,28.7550529089,28.9950216978,28.8149680358
21.6054340754,22.9667585569,21.8685105886,21.0616250649,22.6381527583,21.7943754685
24.4312394949,21.7123211592,23.8598663868,24.168575727,21.6489992875,23.4384550926
22.5331972073,24.1540181087,22.3308043358,22.2879819625,24.027870545,21.8931741959
26.9043747584,26.6706030185,25.8660743175,26.6187005899,26.3010127972,25.5535289813
23.5583065229,24.853020399,23.8180404321,22.6457182811,24.9749098313,23.8180404321
23.8654204638,23.8904726811,23.207172027,24.0070010699,23.8355203042,22.6400753412
23.1946495496,23.1817548458,22.8469310663,22.1006578543,23.5089632426,22.9856254382
